id_cardiologique,annee,patho_niv1,patho_niv2,patho_niv3,top,region,dept,ntop,npop,prevalence,libelle_classe_age,libelle_sexe
158,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,999,260,3020,8.664,de 85 a  89 ans,hommes
159,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,6,999,0,160,,de 85 a  89 ans,hommes
160,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,77,640,7170,8.897,de 85 a  89 ans,hommes
161,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,92,810,9550,8.506,de 85 a  89 ans,hommes
162,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,95,520,5930,8.767,de 85 a  89 ans,hommes
163,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,36,270,2670,10.049,de 85 a  89 ans,hommes
164,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,37,570,5690,10.009,de 85 a  89 ans,hommes
165,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,89,350,3160,11.167,de 85 a  89 ans,hommes
166,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,90,60,1070,5.431,de 85 a  89 ans,hommes
167,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,27,430,4090,10.411,de 85 a  89 ans,hommes
168,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,50,570,5340,10.74,de 85 a  89 ans,hommes
169,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,61,360,3200,11.149,de 85 a  89 ans,hommes
170,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,999,2910,27530,10.573,de 85 a  89 ans,hommes
171,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,59,1520,14630,10.391,de 85 a  89 ans,hommes
172,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,51,360,4070,8.743,de 85 a  89 ans,hommes
173,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,54,450,5520,8.22,de 85 a  89 ans,hommes
174,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,88,310,3280,9.382,de 85 a  89 ans,hommes
175,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,49,640,7070,9.101,de 85 a  89 ans,hommes
176,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,53,330,3240,10.148,de 85 a  89 ans,hommes
177,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,999,3160,33010,9.571,de 85 a  89 ans,hommes
178,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,23,160,1430,10.894,de 85 a  89 ans,hommes
179,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,33,1180,12510,9.425,de 85 a  89 ans,hommes
180,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,47,380,3940,9.508,de 85 a  89 ans,hommes
181,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,11,320,3880,8.112,de 85 a  89 ans,hommes
182,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,30,550,6950,7.914,de 85 a  89 ans,hommes
183,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,31,900,9860,9.084,de 85 a  89 ans,hommes
184,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,32,260,2500,10.524,de 85 a  89 ans,hommes
185,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,34,900,10160,8.843,de 85 a  89 ans,hommes
186,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,81,440,4690,9.347,de 85 a  89 ans,hommes
187,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,9,160,1770,9.219,de 85 a  89 ans,hommes
188,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,15,190,1810,10.509,de 85 a  89 ans,hommes
189,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,26,390,4550,8.469,de 85 a  89 ans,hommes
190,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,38,1010,9640,10.499,de 85 a  89 ans,hommes
191,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,69,1130,12930,8.715,de 85 a  89 ans,hommes
192,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,73,320,3560,8.971,de 85 a  89 ans,hommes
193,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,999,6100,63510,9.604,de 85 a  89 ans,hommes
194,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,13,1600,16480,9.724,de 85 a  89 ans,hommes
195,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,5,140,1460,9.883,de 85 a  89 ans,hommes
196,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,1,999,250,4390,5.718,de 85 a  89 ans,femmes
197,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,999,230,4760,4.918,de 85 a  89 ans,femmes
198,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,3,999,50,590,8.007,de 85 a  89 ans,femmes
199,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,77,980,12260,8.009,de 85 a  89 ans,femmes
200,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,91,880,12670,6.921,de 85 a  89 ans,femmes
201,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,93,930,11290,8.204,de 85 a  89 ans,femmes
202,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,94,910,13800,6.623,de 85 a  89 ans,femmes
203,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,18,450,5250,8.616,de 85 a  89 ans,femmes
204,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,28,460,5670,8.026,de 85 a  89 ans,femmes
205,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,45,630,9040,6.922,de 85 a  89 ans,femmes
206,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,999,2880,39070,7.359,de 85 a  89 ans,femmes
207,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,39,300,4070,7.475,de 85 a  89 ans,femmes
208,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,58,310,4160,7.385,de 85 a  89 ans,femmes
209,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,71,720,9780,7.329,de 85 a  89 ans,femmes
210,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,76,1580,17130,9.214,de 85 a  89 ans,femmes
211,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,2,530,7030,7.535,de 85 a  89 ans,femmes
212,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,60,750,8580,8.708,de 85 a  89 ans,femmes
213,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,51,480,7180,6.689,de 85 a  89 ans,femmes
214,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,55,220,2830,7.788,de 85 a  89 ans,femmes
215,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,57,1040,13790,7.508,de 85 a  89 ans,femmes
216,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,88,500,6000,8.331,de 85 a  89 ans,femmes
217,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,49,800,11470,6.972,de 85 a  89 ans,femmes
218,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,85,820,11150,7.384,de 85 a  89 ans,femmes
219,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,999,3840,54430,7.055,de 85 a  89 ans,femmes
220,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,16,440,6130,7.23,de 85 a  89 ans,femmes
221,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,24,670,7860,8.501,de 85 a  89 ans,femmes
222,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,33,1590,21110,7.508,de 85 a  89 ans,femmes
223,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,40,500,7010,7.133,de 85 a  89 ans,femmes
224,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,11,390,6170,6.35,de 85 a  89 ans,femmes
225,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,12,440,5520,7.953,de 85 a  89 ans,femmes
226,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,31,1080,15830,6.793,de 85 a  89 ans,femmes
227,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,32,280,3560,7.984,de 85 a  89 ans,femmes
228,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,46,260,3390,7.631,de 85 a  89 ans,femmes
229,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,9,200,2760,7.272,de 85 a  89 ans,femmes
230,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,15,200,2900,7.039,de 85 a  89 ans,femmes
231,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,42,950,12090,7.818,de 85 a  89 ans,femmes
232,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,999,8020,105580,7.594,de 85 a  89 ans,femmes
233,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,13,2430,27750,8.739,de 85 a  89 ans,femmes
234,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,83,1310,18390,7.111,de 85 a  89 ans,femmes
235,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,94,,190,2160,8.762,de 85 a  89 ans,femmes
236,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,1,971,430,7100,6.075,de 85 a  89 ans,tous sexes
237,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,1,999,430,7100,6.075,de 85 a  89 ans,tous sexes
238,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,972,410,7740,5.271,de 85 a  89 ans,tous sexes
239,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,999,410,7740,5.271,de 85 a  89 ans,tous sexes
240,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,3,973,80,930,8.155,de 85 a  89 ans,tous sexes
241,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,6,999,0,330,,de 85 a  89 ans,tous sexes
242,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,75,2580,36050,7.16,de 85 a  89 ans,tous sexes
243,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,93,1550,17940,8.634,de 85 a  89 ans,tous sexes
244,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,999,13670,181950,7.514,de 85 a  89 ans,tous sexes
245,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,37,1220,14750,8.27,de 85 a  89 ans,tous sexes
246,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,41,720,9340,7.654,de 85 a  89 ans,tous sexes
247,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,25,850,11330,7.508,de 85 a  89 ans,tous sexes
248,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,39,560,6530,8.619,de 85 a  89 ans,tous sexes
249,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,70,520,5480,9.479,de 85 a  89 ans,tous sexes
250,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,999,5730,68760,8.335,de 85 a  89 ans,tous sexes
251,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,999,7080,76390,9.265,de 85 a  89 ans,tous sexes
252,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,59,4230,44180,9.572,de 85 a  89 ans,tous sexes
253,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,62,2360,27990,8.447,de 85 a  89 ans,tous sexes
254,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,51,840,11250,7.432,de 85 a  89 ans,tous sexes
255,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,54,1130,15350,7.327,de 85 a  89 ans,tous sexes
256,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,68,1490,15720,9.499,de 85 a  89 ans,tous sexes
257,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,999,9920,117080,8.473,de 85 a  89 ans,tous sexes
258,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,44,2080,28220,7.367,de 85 a  89 ans,tous sexes
259,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,53,710,8120,8.717,de 85 a  89 ans,tous sexes
260,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,53,999,6560,83260,7.879,de 85 a  89 ans,tous sexes
261,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,23,380,4040,9.39,de 85 a  89 ans,tous sexes
262,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,64,1620,19120,8.453,de 85 a  89 ans,tous sexes
263,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,79,820,10180,8.004,de 85 a  89 ans,tous sexes
264,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,46,440,5600,7.876,de 85 a  89 ans,tous sexes
265,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,66,930,13560,6.89,de 85 a  89 ans,tous sexes
266,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,3,810,10290,7.843,de 85 a  89 ans,tous sexes
267,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,38,2370,24750,9.57,de 85 a  89 ans,tous sexes
268,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,73,750,9530,7.912,de 85 a  89 ans,tous sexes
269,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,999,14120,169090,8.349,de 85 a  89 ans,tous sexes
270,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,6,2090,30530,6.856,de 85 a  89 ans,tous sexes
271,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,84,1060,12990,8.167,de 85 a  89 ans,tous sexes
272,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,999,10200,126420,8.07,de 85 a  89 ans,tous sexes
273,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,999,100,1350,7.561,de 90 a  94 ans,hommes
274,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,3,973,20,130,12.308,de 90 a  94 ans,hommes
275,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,974,110,1100,10.137,de 90 a  94 ans,hommes
276,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,999,110,1100,10.137,de 90 a  94 ans,hommes
277,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,6,976,0,70,,de 90 a  94 ans,hommes
278,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,93,340,2760,12.246,de 90 a  94 ans,hommes
279,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,28,270,1690,16.005,de 90 a  94 ans,hommes
280,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,41,230,1780,12.809,de 90 a  94 ans,hommes
281,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,25,210,1940,10.594,de 90 a  94 ans,hommes
282,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,58,130,1070,12.207,de 90 a  94 ans,hommes
283,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,999,1480,11730,12.612,de 90 a  94 ans,hommes
284,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,14,360,2580,13.998,de 90 a  94 ans,hommes
285,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,27,240,1740,14.055,de 90 a  94 ans,hommes
286,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,76,610,4070,14.999,de 90 a  94 ans,hommes
287,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,80,250,1790,14.166,de 90 a  94 ans,hommes
288,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,52,120,720,15.884,de 90 a  94 ans,hommes
289,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,54,290,2460,11.925,de 90 a  94 ans,hommes
290,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,8,120,890,13.898,de 90 a  94 ans,hommes
291,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,999,2480,18130,13.684,de 90 a  94 ans,hommes
292,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,49,420,3260,12.814,de 90 a  94 ans,hommes
293,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,72,390,2580,15.012,de 90 a  94 ans,hommes
294,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,85,470,3030,15.512,de 90 a  94 ans,hommes
295,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,53,22,390,2770,13.909,de 90 a  94 ans,hommes
296,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,53,56,360,2960,12.285,de 90 a  94 ans,hommes
297,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,19,230,1310,17.813,de 90 a  94 ans,hommes
298,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,24,350,2360,14.849,de 90 a  94 ans,hommes
299,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,33,880,5990,14.734,de 90 a  94 ans,hommes
300,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,40,280,2000,13.814,de 90 a  94 ans,hommes
301,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,87,260,1880,13.762,de 90 a  94 ans,hommes
302,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,11,230,1910,12.159,de 90 a  94 ans,hommes
303,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,12,250,1720,14.244,de 90 a  94 ans,hommes
304,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,31,590,4710,12.42,de 90 a  94 ans,hommes
305,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,32,160,1200,13.083,de 90 a  94 ans,hommes
306,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,65,190,1310,14.809,de 90 a  94 ans,hommes
307,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,81,290,2310,12.749,de 90 a  94 ans,hommes
308,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,9,120,840,14.303,de 90 a  94 ans,hommes
309,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,15,120,780,15.769,de 90 a  94 ans,hommes
310,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,43,170,950,17.789,de 90 a  94 ans,hommes
311,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,999,3830,28550,13.428,de 90 a  94 ans,hommes
312,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,83,650,5570,11.678,de 90 a  94 ans,hommes
313,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,999,2780,22400,12.397,de 90 a  94 ans,hommes
314,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,94,,70,620,11.916,de 90 a  94 ans,hommes
315,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,99,999,31900,241300,13.218,de 90 a  94 ans,hommes
316,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,1,999,190,2420,8.026,de 90 a  94 ans,femmes
